date,person ,risk,potential,ben_bet,gabe_bet,ben_line,outcome,money_outcome,over_under,category,settled
3/22/2018,gabe,42,40,under,over,136,W,40,kentucky_kansas state,cbb,yes
3/22/2018,gabe,40,40,nevada,loyola chicago,-2,L,-40,,cbb,yes
3/22/2018,gabe,42,40,under,over,143.5,W,40,nevada_loyola chicago,cbb,yes
3/22/2018,gabe,40,40,texas am,michigan,2.5,L,-40,,cbb,yes
3/22/2018,gabe,40,40,over,under,136,W,40,texas am_michigan,cbb,yes
3/22/2018,gabe,40,40,florida state,gonzaga,5.5,W,40,,cbb,yes
3/22/2018,gabe,42,40,under,over,152.5,W,40,florida state_gonzaga,cbb,yes
3/23/2018,gabe,40,40,pacers,clippers,-3.5,W,40,,nba,yes
3/23/2018,gabe,42,40,under,over,215.5,W,40,pacers_clippers,nba,yes
3/23/2018,gabe,40,40,wizards,nuggets,-2.5,L,-40,,nba,yes
3/23/2018,gabe,40,40,over,under,218,L,-40,wizards_nuggets,nba,yes
3/23/2018,gabe,40,40,knicks,timberwolves,7.5,W,40,,nba,yes
3/23/2018,gabe,42,40,under,over,225.5,W,40,knicks_timberwolves,nba,yes
3/23/2018,gabe,40,40,cavs,suns,-13.5,W,40,,nba,yes
3/23/2018,gabe,42,40,under,over,229,W,40,cavs_suns,nba,yes
3/23/2018,gabe,40,40,raptors,nets,-12,L,-40,,nba,yes
3/23/2018,gabe,40,40,over,under,222,W,40,raptors_nets,nba,yes
3/23/2018,gabe,40,40,heat,thunder,6,P,0,,nba,yes
3/23/2018,gabe,42,40,under,over,217,W,40,heat_thunder,nba,yes
3/23/2018,gabe,40,40,bulls,bucks,5.5,L,-40,,nba,yes
3/23/2018,gabe,40,40,over,under,216,W,40,bulls_bucks,nba,yes
3/23/2018,gabe,40,40,spurs,jazz,-3.5,W,40,,nba,yes
3/23/2018,gabe,40,40,over,under,195,W,40,spurs_jazz,nba,yes
3/23/2018,gabe,40,40,celtics,trailblazers,6.5,W,40,,nba,yes
3/23/2018,gabe,40,40,over,under,203,W,40,celtics_trailblazers,nba,yes
3/23/2018,gabe,40,40,warriors,hawks,-10,W,40,,nba,yes
3/23/2018,gabe,40,40,over,under,220.5,L,-40,warriors_hawks,nba,yes
3/23/2018,gabe,40,40,villanova,west_virginia,-5,W,40,,cbb,yes
3/23/2018,gabe,42,40,under,over,152.5,L,-42,villanova_west virginia,cbb,yes
3/23/2018,gabe,40,40,purdue,texas_tech,-2,L,-40,,cbb,yes
3/23/2018,gabe,42,40,under,over,138,L,-42,purdue_texas tech,cbb,yes
3/23/2018,gabe,40,40,syracuse,duke,11,W,40,,cbb,yes
3/23/2018,gabe,40,40,over,under,133,W,40,syracuse_duke,cbb,yes
3/23/2018,gabe,40,40,clemson,kansas,5,W,40,,cbb,yes
3/23/2018,gabe,42,40,under,over,142.5,L,-42,clemson_kansas,cbb,yes
3/24/2018,gabe,40,40,timberwolves,76ers,7.5,L,-40,,nba,yes
3/24/2018,gabe,40,40,over,under,222.5,W,40,timberwolves_76ers,nba,yes
3/24/2018,gabe,40,40,bulls,pistons,12.5,L,-40,,nba,yes
3/24/2018,gabe,44,40,under,over,211.5,L,-44,bulls_pistons,nba,yes
3/24/2018,gabe,40,40,magic,suns,-6,P,0,,nba,yes
3/24/2018,gabe,44,40,under,over,218,W,40,magic_suns,nba,yes
3/24/2018,gabe,40,40,grizzlies,lakers,5,L,-40,,nba,yes
3/24/2018,gabe,44,40,under,over,218,W,40,grizzlies_lakers,nba,yes
3/24/2018,gabe,40,40,rockets,pelicans,-7.5,W,40,,nba,yes
3/24/2018,gabe,40,40,over,under,226,L,-40,rockets_pelicans,nba,yes
3/24/2018,gabe,40,40,hornets,mavs,-1.5,W,40,,nba,yes
3/24/2018,gabe,44,40,under,over,214,W,40,hornets_mavs,nba,yes
3/24/2018,gabe,40,40,kansas_state,loyola chicago,-1,L,-40,,cbb,yes
3/24/2018,gabe,40,40,over,under,126.5,W,40,kansas state_loyola chicago,cbb,yes
3/24/2018,gabe,40,40,florida state,michigan,4,P,0,,cbb,yes
3/24/2018,gabe,44,40,under,over,143.5,W,40,florida state_michigan,cbb,yes
3/25/2018,gabe,40,40,lakers,pistons,5.5,L,-40,,nba,yes
3/25/2018,gabe,44,40,under,over,213.5,L,-44,lakers_pistons,nba,yes
3/25/2018,gabe,40,40,hornets,knicks,-11.5,L,-40,,nba,yes
3/25/2018,gabe,40,40,over,under,221.5,W,40,hornets_knicks,nba,yes
3/25/2018,gabe,40,40,nuggets,76ers,5.5,L,-40,,nba,yes
3/25/2018,gabe,44,40,under,over,223.5,L,-44,nuggets_76ers,nba,yes
3/25/2018,gabe,40,40,timberwolves,grizzlies,-13.5,L,-40,,nba,yes
3/25/2018,gabe,40,40,over,under,215.5,L,-40,timberwolves_grizzlies,nba,yes
3/25/2018,gabe,40,40,suns,celtics,9,W,40,,nba,yes
3/25/2018,gabe,40,40,over,under,209.5,L,-40,suns_celtics,nba,yes
3/27/2018,gabe,40,40,spurs,wizards,-2,L,-40,,nba,yes
3/27/2018,gabe,40,40,over,under,201.5,W,40,spurs_wizards,nba,yes
3/27/2018,gabe,40,40,raptors,nuggets,-8.5,L,-40,,nba,yes
3/27/2018,gabe,40,40,over,under,225.5,L,-40,raptors_nuggets,nba,yes
3/27/2018,gabe,40,40,pelicans,trailblazers,-1,L,-40,,nba,yes
3/27/2018,gabe,40,40,over,under,221.5,L,-40,pelicans_trailblazers,nba,yes
3/27/2018,gabe,40,40,bulls,rockets,13.5,L,-40,,nba,yes
3/27/2018,gabe,40,40,under,over,214,W,40,bulls_rockets,nba,yes
3/27/2018,gabe,40,40,cavs,heat,-3,L,-40,,nba,yes
3/27/2018,gabe,40,40,under,over,221,W,40,cavs_heat,nba,yes
3/27/2018,gabe,40,40,kings,mavs,-2.5,L,-40,,nba,yes
3/27/2018,gabe,40,40,under,over,202,W,40,kings_mavs,nba,yes
3/27/2018,gabe,40,40,clippers,bucks,-3.5,W,40,,nba,yes
3/27/2018,gabe,40,40,under,over,225,W,40,clippers_bucks,nba,yes
3/27/2018,gabe,40,40,warriors,pacers,6.5,L,-40,,nba,yes
3/27/2018,gabe,40,40,under,over,201.5,W,40,warriors_pacers,nba,yes
3/28/2018,gabe,40,40,magic,nets,3.5,L,-40,,nba,yes
3/28/2018,gabe,42,40,under,over,216,W,40,magic_nets,nba,yes
3/28/2018,gabe,40,40,knicks,76ers,13.5,L,-40,,nba,yes
3/28/2018,gabe,42,40,under,over,223,W,40,knicks_76ers,nba,yes
3/28/2018,gabe,40,40,hornets,cavs,-2,L,-40,,nba,yes
3/28/2018,gabe,42,40,under,over,225.5,W,40,hornets_cavs,nba,yes
3/28/2018,gabe,40,40,timberwolves,hawks,-12.5,L,-40,,nba,yes
3/28/2018,gabe,42,40,under,over,220,L,-42,timberwolves_hawks,nba,yes
3/28/2018,gabe,40,40,trailblazers,grizzlies,-5.5,L,-40,,nba,yes
3/28/2018,gabe,40,40,over,under,201.5,W,40,trailblazers_grizzlies,nba,yes
3/28/2018,gabe,40,40,celtics,jazz,8.5,W,40,,nba,yes
3/28/2018,gabe,40,40,over,under,194,L,-40,celtics_jazz,nba,yes
3/28/2018,gabe,40,40,suns,clippers,10.5,L,-40,,nba,yes
3/28/2018,gabe,42,40,under,over,223,W,40,suns_clippers,nba,yes
3/28/2018,gabe,40,40,lakers,mavs,-8.5,W,40,,nba,yes
3/28/2018,gabe,40,40,over,under,215.5,L,-40,lakers_mavs,nba,yes
3/29/2018,gabe,40,40,wizards,pistons,1,L,-40,,nba,yes
3/29/2018,gabe,42,40,under,over,209,W,40,wizards_pistons,nba,yes
3/29/2018,gabe,40,40,heat,bulls,-13,L,-40,,nba,yes
3/29/2018,gabe,42,40,under,over,208.5,W,40,heat_bulls,nba,yes
3/29/2018,gabe,40,40,spurs,thunder,4,W,40,,nba,yes
3/29/2018,gabe,42,40,under,over,208.5,W,40,spurs_thunder,nba,yes
3/29/2018,gabe,40,40,pacers,kings,-8,L,-40,,nba,yes
3/29/2018,gabe,42,40,under,over,202.5,L,-42,pacers_kings,nba,yes
3/29/2018,gabe,40,40,warriors,bucks,-5,L,-40,,nba,yes
3/29/2018,gabe,40,40,over,under,215,W,40,warriors_bucks,nba,yes
3/30/2018,gabe,40,40,bulls,magic,6.5,W,40,,nba,yes
3/30/2018,gabe,42,40,under,over,210.5,W,40,bulls_magic,nba,yes
3/30/2018,gabe,40,40,76ers,hawks,-7.5,W,40,,nba,yes
3/30/2018,gabe,42,40,under,over,219.5,W,40,76ers_hawks,nba,yes
3/30/2018,gabe,40,40,cavs,pelicans,-4,W,40,,nba,yes
3/30/2018,gabe,42,40,under,over,227,W,40,cavs_pelicans,nba,yes
3/30/2018,gabe,40,40,thunder,nuggets,-4,L,-40,,nba,yes
3/30/2018,gabe,40,40,over,under,222.5,W,40,thunder_nuggets,nba,yes
3/30/2018,gabe,40,40,rockets,suns,-17,L,-40,,nba,yes
3/30/2018,gabe,42,40,under,over,217,W,40,rockets_suns,nba,yes
3/30/2018,gabe,40,40,timberwolves,mavs,-6,L,-40,,nba,yes
3/30/2018,gabe,40,40,over,under,216.5,L,-40,timberwolves_mavs,nba,yes
3/30/2018,gabe,40,40,grizzlies,jazz,15,W,40,,nba,yes
3/30/2018,gabe,40,40,over,under,197,W,40,grizzlies_jazz,nba,yes
3/30/2018,gabe,40,40,bucks,lakers,2,W,40,,nba,yes
3/30/2018,gabe,42,40,under,over,220,L,-42,bucks_lakers,nba,yes
3/30/2018,gabe,40,40,clippers,trailblazers,6.5,L,-40,,nba,yes
3/30/2018,gabe,40,40,over,under,217.5,L,-40,clippers_trailblazers,nba,yes
3/31/2018,gabe,50,50,hornets,wizards,5.5,L,-50,,nba,yes
3/31/2018,gabe,53,50,under,over,218.5,W,50,hornets_wizards,nba,yes
3/31/2018,gabe,50,50,pistons,knicks,-4,W,50,,nba,yes
3/31/2018,gabe,53,50,under,over,210.5,L,-53,pistons_knicks,nba,yes
3/31/2018,gabe,50,50,raptors,celtics,-4.5,L,-50,,nba,yes
3/31/2018,gabe,50,50,over,under,204.5,W,50,raptors_celtics,nba,yes
3/31/2018,gabe,50,50,heat,nets,-7.5,L,-50,,nba,yes
3/31/2018,gabe,53,50,under,over,211.5,L,-53,heat_nets,nba,yes
3/31/2018,gabe,50,50,kings,warriors,8.5,L,-50,,nba,yes
3/31/2018,gabe,53,50,under,over,210,W,50,kings_warriors,nba,yes
3/31/2018,gabe,50,50,loyola chicago,michigan,5,L,-50,,cbb,yes
3/31/2018,gabe,50,50,over,under,130,L,-53,loyola chicago_michigan,cbb,yes
3/31/2018,gabe,50,50,kansas,villanova,5,L,-50,,cbb,yes
3/31/2018,gabe,53,50,under,over,154.5,L,-50,kansas_villanova,cbb,yes
4/1/2018,gabe,40,40,jazz,timberwolves,-2.5,W,40,,nba,yes
4/1/2018,gabe,42,40,under,over,209.5,L,-42,jazz_timberwolves,nba,yes
4/1/2018,gabe,40,40,nuggets,bucks,-4.5,L,-40,,nba,yes
4/1/2018,gabe,40,40,over,under,222,W,40,nuggets_bucks,nba,yes
4/1/2018,gabe,40,40,warriors,suns,-14,L,-40,,nba,yes
4/1/2018,gabe,42,40,under,over,215,L,-42,warriors_suns,nba,yes
4/1/2018,gabe,40,40,trailblazers,grizzlies,-16,L,-40,,nba,yes
4/1/2018,gabe,40,40,over,under,205.5,W,40,trailblazers_grizzlies,nba,yes
4/1/2018,gabe,40,40,kings,lakers,7.5,W,40,,nba,yes
4/1/2018,gabe,40,40,over,under,212,L,-40,kings_lakers,nba,yes
4/2/2018,gabe,100,100,villanova,michigan,-7,W,100,,cbb,yes
4/2/2018,gabe,100,100,under,over,144,W,100,villanova_michigan,cbb,yes
4/4/2018,gabe,40,40,raptors,celtics,-7.5,W,40,,nba,
4/4/2018,gabe,42,40,under,over,206,W,40,raptors_celtics,nba,
4/4/2018,gabe,40,40,76ers,pistons,-1.5,W,40,,nba,
4/4/2018,gabe,42,40,under,over,215,L,-42,76ers_pistons,nba,
4/4/2018,gabe,40,40,magic,mavs,-3.5,W,40,,nba,
4/4/2018,gabe,40,40,over,under,198.5,W,40,magic_mavs,nba,
4/4/2018,gabe,40,40,heat,hawks,-8,W,40,,nba,
4/4/2018,gabe,40,40,over,under,205.5,L,-40,heat_hawks,nba,
4/4/2018,gabe,40,40,pelicans,grizzlies,-13,W,40,,nba,
4/4/2018,gabe,42,40,under,over,215.5,L,-42,pelicans_grizzlies,nba,
4/4/2018,gabe,40,40,spurs,lakers,-6,L,-40,,nba,
4/4/2018,gabe,42,40,under,over,208.5,L,-42,spurs_lakers,nba,
4/6/2018,gabe,40,40,magic,hornets,5.5,L,-40,,nba,
4/6/2018,gabe,44,40,under,over,211.5,L,-44,magic_hornets,nba,
4/6/2018,gabe,40,40,pistons,mavs,-6.5,W,40,,nba,
4/6/2018,gabe,44,40,under,over,203,L,-44,pistons_mavs,nba,
4/6/2018,gabe,40,40,wizards,hawks,-10.5,L,-40,,nba,
4/6/2018,gabe,40,40,over,under,208.5,L,-40,wizards_hawks,nba,
4/6/2018,gabe,40,40,cavs,76ers,4,W,40,,nba,
4/6/2018,gabe,44,40,under,over,224,L,-44,cavs_76ers,nba,
4/6/2018,gabe,40,40,bulls,celtics,8.5,W,40,,nba,
4/6/2018,gabe,40,40,over,under,199,W,40,bulls_celtics,nba,
4/6/2018,gabe,40,40,raptors,pacers,-7.5,W,40,,nba,
4/6/2018,gabe,40,40,over,under,209,L,-40,raptors_pacers,nba,
4/6/2018,gabe,40,40,heat,knicks,-8.5,L,-40,,nba,
4/6/2018,gabe,44,40,under,over,208.5,L,-44,heat_knicks,nba,
4/6/2018,gabe,40,40,kings,grizzlies,-3.5,L,-40,,nba,
4/6/2018,gabe,44,40,under,over,202.5,W,40,kings_grizzlies,nba,
4/6/2018,gabe,40,40,suns,pelicans,11.5,L,-40,,nba,
4/6/2018,gabe,44,40,under,over,219,L,-44,suns_pelicans,nba,
4/6/2018,gabe,40,40,timberwolves,lakers,-4.5,W,40,,nba,
4/6/2018,gabe,44,40,under,over,221,W,40,timberwolves_lakers,nba,
4/7/2018,gabe,40,40,bucks,knicks,-9,W,40,,nba,
4/7/2018,gabe,42,40,under,over,215.5,L,-42,bucks_knicks,nba,
4/7/2018,gabe,40,40,bulls,nets,6,L,-40,,nba,
4/7/2018,gabe,42,40,under,over,218.5,L,-42,bulls_nets,nba,
4/7/2018,gabe,40,40,warriors,pelicans,-6.5,L,-40,,nba,
4/7/2018,gabe,42,40,under,over,226,L,-42,warriors_pelicans,nba,
4/7/2018,gabe,40,40,thunder,rockets,5.5,W,40,,nba,
4/7/2018,gabe,42,40,under,over,219.5,W,40,thunder_rockets,nba,
4/7/2018,gabe,40,40,trailblazers,spurs,5,L,-40,,nba,
4/7/2018,gabe,40,40,over,under,202.5,W,40,trailblazers_spurs,nba,
4/8/2018,gabe,40,40,pistons,grizzlies,-6.5,L,-40,,nba,
4/8/2018,gabe,40,40,over,under,202.5,W,40,pistons_grizzlies,nba,
4/8/2018,gabe,40,40,magic,raptors,12.5,W,40,,nba,
4/8/2018,gabe,42,40,under,over,210,L,-42,magic_raptors,nba,
4/8/2018,gabe,40,40,jazz,lakers,-7.5,W,40,,nba,
4/8/2018,gabe,40,40,over,under,208.5,W,40,jazz_lakers,nba,
4/8/2018,gabe,40,40,warriors,suns,-12.5,W,40,,nba,
4/8/2018,gabe,42,40,under,over,216.5,L,-42,warriors_suns,nba,
4/9/2018,gabe,40,40,knicks,cavs,12,L,-40,,nba,
4/9/2018,gabe,42,40,under,over,222.5,L,-42,knicks_cavs,nba,
4/9/2018,gabe,40,40,nets,bulls,-6.5,W,40,,nba,
4/9/2018,gabe,42,40,under,over,217,L,-42,nets_bulls,nba,
4/9/2018,gabe,40,40,thunder,heat,-4.5,W,40,,nba,
4/9/2018,gabe,40,40,over,under,212.5,L,-40,thunder_heat,nba,
4/9/2018,gabe,40,40,grizzlies,timberwolves,16,L,-40,,nba,
4/9/2018,gabe,42,40,under,over,213.5,W,40,grizzlies_timberwolves,nba,
4/9/2018,gabe,40,40,bucks,magic,-10,W,40,,nba,
4/9/2018,gabe,40,40,over,under,209,L,-40,bucks_magic,nba,
4/9/2018,gabe,40,40,kings,spurs,14,W,40,,nba,
4/9/2018,gabe,42,40,under,over,201,W,40,kings_spurs,nba,
4/9/2018,gabe,40,40,trailblazers,nuggets,4.5,L,-40,,nba,
4/9/2018,gabe,40,40,over,under,219.5,L,-40,trailblazers_nuggets,nba,
4/9/2018,gabe,40,40,clippers,pelicans,8.5,L,-40,,nba,
4/9/2018,gabe,42,40,under,over,224,W,40,clippers_pelicans,nba,
4/11/2018,gabe,40,40,heat,raptors,-4.5,W,40,,nba,
4/11/2018,gabe,42,40,under,over,202.5,L,-42,heat_raptors,nba,
4/11/2018,gabe,40,40,knicks,cavs,14,W,40,,nba,
4/11/2018,gabe,42,40,under,over,220,W,40,knicks_cavs,nba,
4/11/2018,gabe,40,40,76ers,bucks,-6.5,W,40,,nba,
4/11/2018,gabe,42,40,under,over,220,L,-42,76ers_bucks,nba,
4/11/2018,gabe,40,40,timberwolves,nuggets,-3.5,W,40,,nba,
4/11/2018,gabe,42,40,under,over,216,L,-42,timberwolves_nuggets,nba,
4/11/2018,gabe,40,40,thunder,grizzlies,-16.5,L,-40,,nba,
4/11/2018,gabe,42,40,under,over,212.5,L,-42,thunder_grizzlies,nba,
4/11/2018,gabe,40,40,spurs,pelicans,4,L,-40,,nba,
4/11/2018,gabe,42,40,under,over,211.5,L,-40,spurs_pelicans,nba,
4/11/2018,gabe,40,40,wizards,magic,-5.5,L,-40,,nba,
4/11/2018,gabe,42,40,under,over,204.5,W,40,wizards_magic,nba,
4/11/2018,gabe,40,40,celtics,nets,2,W,40,,nba,
4/11/2018,gabe,42,40,under,over,206,L,-42,celtics_nets,nba,
4/11/2018,gabe,40,40,bulls,pistons,4,L,-40,,nba,
4/11/2018,gabe,40,40,under,over,212.5,W,40,bulls_pistons,nba,
4/11/2018,gabe,40,40,trailblazers,jazz,-3.5,W,40,,nba,
4/11/2018,gabe,40,40,over,under,202,L,-40,trailblazers_jazz,nba,
4/11/2018,gabe,40,40,kings,rockets,3.5,W,40,,nba,
4/11/2018,gabe,40,40,over,under,203,L,-40,kings_rockets,nba,
4/11/2018,gabe,40,40,clippers,lakers,-2.5,L,-40,,nba,
4/11/2018,gabe,40,40,over,under,217,L,-40,clippers_lakers,nba,
4/14/2018,gabe,50,50,spurs,warriors,7.5,L,-50,,nba,
4/14/2018,gabe,53,50,under,over,206,W,50,spurs_warriors,nba,
4/14/2018,gabe,50,50,wizards,raptors,8,P,0,,nba,
4/14/2018,gabe,53,50,under,over,212.5,L,-53,wizards_raptors,nba,
4/14/2018,gabe,50,50,76ers,heat,-6,W,50,,nba,
4/14/2018,gabe,53,50,under,over,214.5,L,-53,76ers_heat,nba,
4/14/2018,gabe,50,50,trailblazers,pelicans,-5,L,-50,,nba,
4/14/2018,gabe,50,50,over,under,217.5,L,-50,trailblazers_pelicans,nba,
4/15/2018,gabe,40,40,celtics,bucks,-4,W,40,,nba,
4/15/2018,gabe,40,40,over,under,200.5,W,40,celtics_bucks,nba,
4/15/2018,gabe,40,40,cavs,pacers,-7,L,-40,,nba,
4/15/2018,gabe,42,40,under,over,213,W,40,cavs_pacers,nba,
4/15/2018,gabe,40,40,thunder,jazz,-4,W,40,,nba,
4/15/2018,gabe,42,40,under,over,205,L,-42,thunder_jazz,nba,
4/15/2018,gabe,40,40,rockets,timberwolves,-11,L,-40,,nba,
4/15/2018,gabe,42,40,under,over,214.5,W,40,rockets_timberwolves,nba,
4/16/2018,gabe,50,50,heat,76ers,6.5,W,50,,nba,
4/16/2018,gabe,52,50,under,over,215.5,L,-53,heat_76ers,nba,
4/16/2018,gabe,50,50,warriors,spurs,-9.5,W,50,,nba,
4/16/2018,gabe,50,50,over,under,205.5,W,50,warriors_spurs,nba,
4/17/2018,gabe,50,50,wizards,raptors,7,L,-50,,nba,
4/17/2018,gabe,53,50,under,over,213.5,L,-53,wizards_raptors,nba,
4/17/2018,gabe,50,50,bucks,celtics,2,L,-50,,nba,
4/17/2018,gabe,53,50,under,over,198.5,L,-53,bucks_celtics,nba,
4/17/2018,gabe,50,50,trailblazers,pelicans,-6,L,-50,,nba,
4/17/2018,gabe,53,50,under,over,214,W,50,trailblazers_pelicans,nba,
4/18/2018,gabe,50,50,cavs,pacers,-7,L,-50,,nba,
4/18/2018,gabe,53,50,under,over,211.5,W,50,cavs_pacers,nba,
4/18/2018,gabe,50,50,thunder,jazz,-4.5,L,-50,,nba,
4/18/2018,gabe,53,50,under,over,207.5,W,50,thunder_jazz,nba,
4/18/2018,gabe,50,50,timberwolves,rockets,10.5,L,-50,,nba,
4/18/2018,gabe,53,50,under,over,214.5,W,50,timberwolves_rockets,nba,
4/19/2018,gabe,50,50,heat,76ers,2.5,L,-50,,nba,
4/19/2018,gabe,53,50,under,over,214.5,L,-53,heat_76ers,nba,
4/19/2018,gabe,50,50,trailblazers,pelicans,3.5,L,-50,,nba,
4/19/2018,gabe,50,50,over,under,214.5,W,50,trailblazers,nba,
4/19/2018,gabe,50,50,spurs,warriors,3.5,L,-50,,nba,
4/19/2018,gabe,53,50,under,over,206,L,-53,spurs_warriors,nba,
4/20/2018,gabe,75,75,cavs,pacers,1,L,-75,,nba,
4/20/2018,gabe,79,75,under,over,208.5,W,75,cavs_pacers,nba,
4/20/2018,gabe,75,75,raptors,wizards,1.5,L,-75,,nba,
4/20/2018,gabe,79,75,under,over,218,L,-79,raptors_wizards,nba,
4/20/2018,gabe,75,75,celtics,bucks,5.5,L,-75,,nba,
4/20/2018,gabe,75,75,over,under,204.5,W,75,celtics_bucks,nba,
4/21/2018,gabe,50,50,76ers,heat,-4,P,0,,nba,
4/21/2018,gabe,50,50,over,under,208,L,-50,76ers_heat,nba,
4/21/2018,gabe,50,50,trailblazers,pelicans,7,L,-50,,nba,
4/21/2018,gabe,53,50,under,over,217,L,-53,trailblazers_pelicans,nba,
4/21/2018,gabe,50,50,rockets,timberwolves,-5.5,L,-50,,nba,
4/21/2018,gabe,53,50,under,over,215.5,L,-53,rockets_pelicans,nba,
4/21/2018,gabe,50,50,thunder,jazz,5,L,-50,,nba,
4/21/2018,gabe,53,50,under,over,208.5,L,-50,thunder_jazz,nba,
4/22/2018,gabe,50,50,bucks,celtics,-5.5,L,-50,,nba,
4/22/2018,gabe,50,50,over,under,203.5,W,50,bucks_celtics,nba,
4/22/2018,gabe,50,50,warriors,spurs,-6.5,L,-50,,nba,
4/22/2018,gabe,50,50,over,under,205.5,L,-50,warriors_spurs,nba,
4/22/2018,gabe,50,50,raptors,wizards,-2,L,-50,,nba,
4/22/2018,gabe,50,50,under,over,217,W,50,raptors_wizards,nba,
4/22/2018,gabe,50,50,cavs,pacers,-1,W,50,,nba,
4/22/2018,gabe,50,50,over,under,203.5,W,50,cavs_pacers,nba,
4/23/2018,gabe,75,75,rockets,timberwolves,-6,W,75,,nba,
4/23/2018,gabe,75,75,over,under,217,W,75,rockets_timberwolves,nba,
4/23/2018,gabe,75,75,thunder,jazz,4.5,L,-75,,nba,
4/23/2018,gabe,79,75,under,over,208.5,L,-79,thunder_jazz,nba,
4/24/2018,gabe,75,75,bucks,celtics,4,L,-75,,nba,
4/24/2018,gabe,79,75,under,over,203,W,75,bucks_celtics,nba,
4/24/2018,gabe,75,75,heat,76ers,10,L,-75,,nba,
4/24/2018,gabe,79,75,under,over,215,W,75,heat_76ers,nba,
4/24/2018,gabe,75,75,spurs,warriors,11.5,W,75,,nba,
4/24/2018,gabe,75,75,over,under,203.5,L,-75,spurs_warriors,nba,
4/25/2018,gabe,75,75,wizards,raptors,7.5,L,-75,,nba,
4/25/2018,gabe,75,75,over,under,215.5,L,-75,wizards_raptors,nba,
4/25/2018,gabe,75,75,pacers,cavs,6,W,75,,nba,
4/25/2018,gabe,79,75,under,over,205.5,W,75,pacers_cavs,nba,
4/25/2018,gabe,75,75,rockets,timberwolves,-12,W,75,,nba,
4/25/2018,gabe,79,75,under,over,216.5,L,-79,rockets_timberwolves,nba,
4/25/2018,gabe,75,75,thunder,jazz,-3.5,W,75,,nba,
4/25/2018,gabe,79,75,under,over,207.5,W,75,thunder_jazz,nba,
4/26/2018,gabe,75,75,celtics,bucks,4.5,L,-75,,nba,
4/26/2018,gabe,79,75,under,over,201,W,75,celtics_bucks,nba,
4/27/2018,gabe,75,75,raptors,wizards,1.5,W,75,,nba,
4/27/2018,gabe,79,75,under,over,214.5,W,75,raptors_wizards,nba,
4/27/2018,gabe,75,75,cavs,pacers,1,L,-75,,nba,
4/27/2018,gabe,79,75,under,over,204,L,-79,cavs_pacers,nba,
4/27/2018,gabe,75,75,thunder,jazz,6.5,W,75,,nba,
4/27/2018,gabe,79,75,under,over,207.5,W,75,thunder_jazz,nba,
4/28/2018,gabe,75,75,pelicans,warriors,9.5,L,-75,,nba,
4/28/2018,gabe,75,75,over,under,225.5,L,-75,pelicans_warriors,nba,
4/28/2018,gabe,75,75,bucks,celtics,5,L,-75,,nba,
4/28/2018,gabe,75,75,over,under,196.5,W,75,bucks_celtics,nba,
4/30/2018,gabe,75,75,76ers,celtics,-4.5,L,-75,,nba,
4/30/2018,gabe,75,79,over,under,205,W,75,76ers_celtics,nba,
5/1/2018,gabe,75,75,raptors,cavs,-7,L,-75,,nba,
5/1/2018,gabe,75,75,over,under,214,W,75,raptors_cavs,nba,
5/1/2018,gabe,75,75,warriors,pelicans,-10.5,L,-75,,nba,
5/1/2018,gabe,75,75,over,under,228.5,W,75,warriors_pelicans,nba,
5/2/2018,gabe,75,75,rockets,jazz,-11,L,-75,,nba,
5/2/2018,gabe,75,75,over,under,204,W,75,rockets_jazz,nba,
5/3/2018,gabe,75,75,76ers,celtics,-4.5,L,-75,,nba,
5/3/2018,gabe,79,75,under,over,206.5,L,-79,76ers_celtics,nba,
5/3/2018,gabe,75,75,raptors,cavs,-6.5,L,-75,,nba,
5/3/2018,gabe,79,75,under,over,212.5,L,-79,raptors_cavs,nba,
5/4/2018,gabe,75,75,rockets,jazz,-4.5,W,75,,nba,
5/4/2018,gabe,75,75,under,over,209,W,75,rockets_jazz,nba,
5/5/2018,gabe,75,75,raptors,cavs,4,W,75,,nba,
5/5/2018,gabe,75,75,under,over,214.5,W,75,raptors_cavs,nba,
5/6/2018,gabe,75,75,jazz,rockets,5.5,L,-75,,nba,
5/6/2018,gabe,79,75,under,over,209.5,W,75,jazz_rockets,nba,
5/7/2018,gabe,75,75,76ers,celtics,-6.5,W,75,,nba,
5/7/2018,gabe,75,75,over,under,205,L,-75,76ers_celtics,nba,
5/7/2018,gabe,75,75,raptors,cavs,5,L,-75,,nba,
5/7/2018,gabe,79,75,under,over,213.5,L,-79,raptors_cavs,nba,
5/8/2018,gabe,75,75,jazz,rockets,11.5,W,75,,nba,
5/8/2018,gabe,79,75,under,over,207.5,L,-79,jazz_rockets,nba,
5/8/2018,gabe,75,75,warriors,pelicans,-11.5,L,-75,,nba,
5/8/2018,gabe,79,75,under,over,228,W,75,warriors_pelicans,nba,
5/9/2018,gabe,75,75,76ers,celtics,1,L,-75,,nba,
5/9/2018,gabe,75,75,over,under,204.5,W,75,76ers_celtics,nba,
